ensgene,baseMean,log2FoldChange,lfcSE,pvalue,padj,gene_symbol
ENSG00000226721,17.792882877702517,1.277142953237425,0.541241998596045,0.0024212210894546736,0.006615836551247532,EEF1DP2
ENSG00000226891,5.481300568709244,1.5877673237813803,1.017240499557502,0.008872776794797761,0.020894935114028856,LINC01359
ENSG00000226979,10.805440685020452,2.661685825528004,0.7218315830093456,2.16793703490372e-5,8.87417094246119e-5,LTA
ENSG00000227053,10.05528493609191,1.4516062796575986,0.7185811353964187,0.004207695550094617,0.010820957442878231,MUC12-AS1
ENSG00000227234,29.46327455646495,1.0478795277035051,0.39523460237187913,0.0016085467053907577,0.004597089179641874,SPANXB1
ENSG00000227354,15.64195606642752,-1.0407959640045765,0.512061570691386,0.0075106436894757786,0.018111824244336817,RBM26-AS1
ENSG00000227403,23.619310072031848,1.522560041379774,0.42625617451676795,4.3329966784122496e-5,1.6895493190762263e-4,LINC01806
ENSG00000227456,2.890537563684376,4.5587760630835445,2.608290368102768,7.551295775670763e-4,0.0023130489087028567,LINC00310
ENSG00000227533,4.037005437545951,-1.5796726273860706,1.4535751573733238,0.01630200610684638,0.03552283906572183,SLC2A1-DT
ENSG00000227540,12.944404199200873,-1.3491453794910333,0.6312905923108835,0.0035784598476776503,0.009374407029158848,DNAJC9-AS1
ENSG00000227560,3.5420799244805763,1.3466419583395042,1.5174350857724337,0.020816148662846146,0.04396490275211183,RPS15AP30
ENSG00000227733,7.549570952113385,1.796683582896372,0.8713390853730273,0.002957377759297175,0.007911932744444735,LOC101927468
ENSG00000227740,3.1518352066157647,1.6970427716368537,1.840172329313668,0.017913858224500912,0.03867404843189083,LINC02803
